Advocate_ID,Full_Name,Bar_Council_Enrollment_Number,City,State,Primary_Court_Level,Court_Name,Specialization,Years_of_Experience,Total_Cases_Handled,Cases_Won,Cases_Lost,Recent_Indian_Case_Type,Average_Case_Duration_Months,Client_Rating_Out_of_5
INDADV09078,Bhamini Soman,IN0938/2075,Bhilwara,Punjab,District Court,District Court Saharanpur,Tax Law,33,1251,7,1244,Cheque Bounce Case (NI Act 138),39,4.7
INDADV09079,Zain Bhargava,IN4965/2093,Ujjain,Tamil Nadu,Supreme Court of India,Supreme Court of India,Constitutional Law,37,835,465,370,Public Interest Litigation,12,3.1
INDADV09080,Lavanya Sarma,IN0696/2010,Begusarai,West Bengal,High Court,Calcutta High Court,Civil Law,28,396,76,320,IPC Section 420 - Cheating,20,3.4
INDADV09081,Jivika Magar,IN1500/2039,Bahraich,Delhi,District Court,District Court Bhavnagar,Family Law,4,915,209,706,GST Tax Dispute,13,4.6
INDADV09082,Eva Konda,IN7317/2088,Bhiwani,West Bengal,District Court,District Court Malda,Tax Law,14,464,312,152,Divorce Petition,27,4.8
INDADV09083,Hrishita Sha,IN6982/2035,Sangli-Miraj & Kupwad,Rajasthan,High Court,Rajasthan High Court,Civil Law,30,728,103,625,Consumer Protection Case,31,3.7
INDADV09084,Anay Ganguly,IN6072/2072,Chandrapur,West Bengal,District Court,District Court Panvel,Family Law,28,1318,1260,58,Dowry Prohibition Case,21,4.7
INDADV09085,Madhav Hayre,IN7728/2076,Jalgaon,Rajasthan,District Court,District Court Raipur,Constitutional Law,28,766,586,180,Cyber Fraud Case,38,4.3
INDADV09086,Uthkarsh Bhatt,IN1696/2095,Bangalore,West Bengal,District Court,District Court Khandwa,Criminal Law,32,41,27,14,Divorce Petition,9,3.2
INDADV09087,Samiha Kala,IN8255/2041,Kumbakonam,Punjab,High Court,Punjab and Haryana High Court,Criminal Law,22,1023,41,982,Dowry Prohibition Case,34,4.0
INDADV09088,Aayush Dutt,IN4712/2068,Aizawl,Maharashtra,District Court,District Court Chapra,Environmental Law,19,33,6,27,GST Tax Dispute,37,4.8
INDADV09089,Tiya Sabharwal,IN6904/2004,New Delhi,Delhi,District Court,District Court Bhiwani,Tax Law,39,173,68,105,Dowry Prohibition Case,18,3.2
INDADV09090,Lakshit Bumb,IN1201/2036,Vadodara,Kerala,District Court,District Court Yamunanagar,Environmental Law,39,1317,637,680,Writ Petition (Article 226),43,4.9
INDADV09091,Aradhya Sekhon,IN2542/2077,Thanjavur,Maharashtra,District Court,District Court Dindigul,Intellectual Property Law,18,1178,466,712,GST Tax Dispute,21,4.3
INDADV09092,Adira Badami,IN9664/2001,Motihari,Madhya Pradesh,High Court,Madhya Pradesh High Court,Family Law,26,1229,323,906,Land Acquisition Dispute,12,3.6
INDADV09093,Dhanush Shankar,IN2525/2080,Hazaribagh,Punjab,High Court,Punjab and Haryana High Court,Tax Law,10,500,275,225,Consumer Protection Case,21,3.2
INDADV09094,Lavanya Sengupta,IN4086/2095,Gulbarga,Madhya Pradesh,District Court,District Court Madanapalle,Civil Law,34,1307,1273,34,IPC Section 420 - Cheating,8,4.5
INDADV09095,Tarini Kohli,IN2796/2061,Bokaro,Karnataka,District Court,District Court Sonipat,Intellectual Property Law,21,771,485,286,Public Interest Litigation,16,3.8
INDADV09096,Prisha Vohra,IN3285/2009,Ahmedabad,Bihar,Supreme Court of India,Supreme Court of India,Labour Law,18,1367,1185,182,Cyber Fraud Case,38,3.1
INDADV09097,Bhavin Mahal,IN3465/2051,Warangal,Karnataka,District Court,District Court Hindupur,Environmental Law,17,85,7,78,Public Interest Litigation,25,4.0
INDADV09098,Ranbir Bumb,IN7435/2041,Mumbai,Bihar,District Court,District Court Hospet,Civil Law,40,407,248,159,Consumer Protection Case,8,3.8
INDADV09099,Eva Borra,IN1886/2051,Tirunelveli,Madhya Pradesh,District Court,District Court Fatehpur,Tax Law,29,291,184,107,Consumer Protection Case,22,5.0
INDADV09100,Saanvi Chaudhry,IN1089/2044,Gwalior,Haryana,High Court,Punjab and Haryana High Court,Civil Law,37,1396,60,1336,IPC Section 302 - Murder,28,4.1
INDADV09101,Sahil Das,IN2519/2042,Nizamabad,Haryana,District Court,District Court Raichur,Family Law,30,834,312,522,Writ Petition (Article 226),22,3.6
INDADV09102,Khushi Subramanian,IN9899/2044,Jhansi,Tamil Nadu,High Court,Madras High Court,Tax Law,20,1088,391,697,IPC Section 302 - Murder,10,3.4
INDADV09103,Kimaya Dugar,IN6903/2026,Salem,Gujarat,High Court,Gujarat High Court,Corporate Law,16,759,660,99,Cheque Bounce Case (NI Act 138),8,3.4
INDADV09104,Alisha Bains,IN6758/2015,Tirupati,Kerala,District Court,District Court Aizawl,Criminal Law,6,917,169,748,Writ Petition (Article 226),29,3.9
INDADV09105,Krish Khatri,IN0026/2094,Meerut,West Bengal,High Court,Calcutta High Court,Corporate Law,3,343,102,241,Dowry Prohibition Case,29,4.8
INDADV09106,Mahika Deshmukh,IN7029/2073,Gurgaon,Karnataka,Supreme Court of India,Supreme Court of India,Environmental Law,6,1166,1011,155,Cyber Fraud Case,7,3.8
INDADV09107,Amani Mander,IN9306/2074,Motihari,Tamil Nadu,High Court,Madras High Court,Constitutional Law,24,192,40,152,Writ Petition (Article 226),11,3.1
INDADV09108,Saksham Sama,IN9563/2093,Siwan,Uttar Pradesh,High Court,Allahabad High Court,Intellectual Property Law,35,1188,696,492,Dowry Prohibition Case,11,4.8
INDADV09109,Jhanvi Chand,IN7108/2078,Hindupur,West Bengal,District Court,District Court Gandhidham,Intellectual Property Law,20,694,413,281,Divorce Petition,26,3.2
INDADV09110,Akarsh Rastogi,IN8519/2001,Ujjain,Haryana,District Court,District Court Muzaffarpur,Intellectual Property Law,2,742,457,285,IPC Section 302 - Murder,14,3.7
INDADV09111,Ela Dhar,IN2697/2097,Dindigul,Karnataka,District Court,District Court Kolhapur,Environmental Law,27,784,166,618,Cyber Fraud Case,45,4.3
INDADV09112,Tiya Shenoy,IN0018/2024,Ulhasnagar,Gujarat,District Court,District Court Bulandshahr,Civil Law,9,1114,296,818,Cheque Bounce Case (NI Act 138),18,3.9
INDADV09113,Shaan Grover,IN2165/2004,Vijayawada,Uttar Pradesh,District Court,District Court Sonipat,Criminal Law,36,1460,219,1241,IPC Section 420 - Cheating,26,3.8
INDADV09114,Ira Lad,IN4351/2027,Ghaziabad,Uttar Pradesh,High Court,Allahabad High Court,Constitutional Law,16,32,4,28,Land Acquisition Dispute,10,4.5
INDADV09115,Renee Bhatti,IN3115/2030,Silchar,West Bengal,High Court,Calcutta High Court,Intellectual Property Law,38,1114,681,433,IPC Section 302 - Murder,10,4.0
INDADV09116,Lakshit Sangha,IN1135/2021,Rampur,Rajasthan,District Court,District Court Phusro,Corporate Law,1,1193,517,676,Cyber Fraud Case,45,4.0
INDADV09117,Samar Dash,IN9355/2012,Ulhasnagar,Madhya Pradesh,Supreme Court of India,Supreme Court of India,Intellectual Property Law,5,565,505,60,GST Tax Dispute,18,5.0
INDADV09118,Damini Kanda,IN0604/2080,Vellore,Bihar,District Court,District Court Visakhapatnam,Tax Law,4,126,29,97,IPC Section 420 - Cheating,19,5.0
INDADV09119,Kartik Dutta,IN4433/2086,Mysore,Gujarat,District Court,District Court Vadodara,Environmental Law,29,268,46,222,IPC Section 302 - Murder,44,4.7
INDADV09120,Nitya Gokhale,IN7204/2032,Mehsana,Telangana,High Court,Telangana High Court,Labour Law,7,380,257,123,Dowry Prohibition Case,11,4.7
INDADV09121,Hrishita Dani,IN9582/2039,Agartala,Maharashtra,District Court,District Court Gwalior,Environmental Law,7,806,477,329,Property Partition Suit,41,4.4
INDADV09122,Piya Vora,IN5498/2052,Sagar,Bihar,High Court,Patna High Court,Cyber Law,38,1230,895,335,Public Interest Litigation,20,3.6
INDADV09123,Romil Gera,IN4773/2006,Sonipat,Rajasthan,High Court,Rajasthan High Court,Constitutional Law,24,1368,418,950,GST Tax Dispute,19,4.7
INDADV09124,Mehul Ramachandran,IN5644/2047,Shahjahanpur,West Bengal,District Court,District Court Dehradun,Constitutional Law,33,487,115,372,Land Acquisition Dispute,21,3.3
INDADV09125,Vaibhav Hans,IN6370/2015,Indore,Haryana,District Court,District Court Guntur,Criminal Law,15,258,189,69,Writ Petition (Article 226),17,3.6
INDADV09126,Trisha Issac,IN6098/2072,Jehanabad,Karnataka,High Court,Karnataka High Court,Cyber Law,29,846,655,191,Public Interest Litigation,31,3.7
INDADV09127,Pari Soman,IN8213/2010,Madanapalle,Telangana,District Court,District Court Alwar,Constitutional Law,40,453,51,402,Divorce Petition,43,3.7
INDADV09128,Prerak Sahota,IN4577/2007,Nandyal,West Bengal,High Court,Calcutta High Court,Civil Law,24,312,296,16,Property Partition Suit,9,3.6
INDADV09129,Faiyaz Dar,IN7764/2025,Kulti,Haryana,District Court,District Court Tenali,Intellectual Property Law,14,495,417,78,Public Interest Litigation,22,4.6
INDADV09130,Jivika Subramaniam,IN9070/2040,Srikakulam,Madhya Pradesh,High Court,Madhya Pradesh High Court,Civil Law,8,1059,206,853,Writ Petition (Article 226),12,4.6
INDADV09131,Damini Roy,IN7012/2003,Kozhikode,Punjab,High Court,Punjab and Haryana High Court,Civil Law,40,164,113,51,Property Partition Suit,28,4.4
INDADV09132,Mohanlal Dass,IN2015/2056,Aligarh,Delhi,High Court,Delhi High Court,Cyber Law,6,1365,221,1144,Cheque Bounce Case (NI Act 138),40,3.7
INDADV09133,Arnav Aurora,IN6227/2032,Bally,Bihar,District Court,District Court Chapra,Constitutional Law,2,751,464,287,Property Partition Suit,43,4.1
INDADV09134,Zoya Chatterjee,IN3640/2027,Sambhal,Delhi,District Court,District Court Tenali,Intellectual Property Law,36,568,347,221,Cheque Bounce Case (NI Act 138),41,4.7
INDADV09135,Kanav Sundaram,IN1099/2079,Karaikudi,Bihar,District Court,District Court Kottayam,Tax Law,26,287,188,99,Cheque Bounce Case (NI Act 138),6,3.7
INDADV09136,Taran Kadakia,IN4961/2046,Asansol,Punjab,District Court,District Court Karawal Nagar,Criminal Law,33,985,672,313,Writ Petition (Article 226),20,3.8
INDADV09137,Vaibhav Kumer,IN1467/2001,Tiruvottiyur,Karnataka,High Court,Karnataka High Court,Civil Law,36,914,501,413,Consumer Protection Case,38,4.9
INDADV09138,Sana Roy,IN0832/2084,Durgapur,Delhi,Supreme Court of India,Supreme Court of India,Labour Law,16,1266,679,587,Property Partition Suit,26,3.4
INDADV09139,Inaaya  Sandhu,IN1346/2064,Jaunpur,West Bengal,High Court,Calcutta High Court,Intellectual Property Law,7,755,703,52,Consumer Protection Case,35,3.8
INDADV09140,Saksham Iyengar,IN2176/2098,Raebareli,Tamil Nadu,District Court,District Court Sambhal,Intellectual Property Law,7,166,88,78,Cyber Fraud Case,7,5.0
INDADV09141,Nayantara Khanna,IN8588/2092,Davanagere,Kerala,High Court,Kerala High Court,Intellectual Property Law,2,938,769,169,GST Tax Dispute,9,4.2
INDADV09142,Madhup Bhargava,IN5877/2083,Noida,Gujarat,High Court,Gujarat High Court,Corporate Law,11,1335,567,768,Cheque Bounce Case (NI Act 138),42,3.4
INDADV09143,Badal Tandon,IN3629/2093,Phagwara,Tamil Nadu,High Court,Madras High Court,Cyber Law,33,271,237,34,Divorce Petition,21,3.9
INDADV09144,Renee Doshi,IN0223/2077,Satara,Telangana,High Court,Telangana High Court,Civil Law,19,233,151,82,Writ Petition (Article 226),28,4.6
INDADV09145,Mehul Sachdeva,IN2822/2079,Bhubaneswar,Bihar,High Court,Patna High Court,Corporate Law,19,483,467,16,Property Partition Suit,44,4.6
INDADV09146,Urvi Apte,IN5008/2048,Sultan Pur Majra,Kerala,District Court,District Court Raichur,Criminal Law,38,928,231,697,Cyber Fraud Case,25,3.6
INDADV09147,Charvi Majumdar,IN3914/2058,Tiruchirappalli,Tamil Nadu,High Court,Madras High Court,Constitutional Law,5,1401,608,793,IPC Section 302 - Murder,17,3.5
INDADV09148,Madhup Varma,IN2621/2044,Sri Ganganagar,Kerala,High Court,Kerala High Court,Corporate Law,11,967,595,372,Writ Petition (Article 226),35,4.0
INDADV09149,Tushar Dhawan,IN8469/2052,Proddatur,Haryana,District Court,District Court Nadiad,Intellectual Property Law,12,539,24,515,Public Interest Litigation,10,4.9
INDADV09150,Vardaniya Lalla,IN8835/2017,Ballia,Haryana,High Court,Punjab and Haryana High Court,Tax Law,21,825,538,287,Consumer Protection Case,21,3.6
INDADV09151,Lakshay Dave,IN3572/2038,Bidar,Tamil Nadu,District Court,District Court Aurangabad,Tax Law,2,652,503,149,Public Interest Litigation,10,3.2
INDADV09152,Mohanlal Mannan,IN6372/2060,Dehri,Maharashtra,High Court,Bombay High Court,Corporate Law,30,401,360,41,Consumer Protection Case,14,3.8
INDADV09153,Heer Soman,IN2157/2027,Dibrugarh,West Bengal,High Court,Calcutta High Court,Environmental Law,12,1186,1147,39,Property Partition Suit,42,4.5
INDADV09154,Rhea Reddy,IN0621/2018,Ghaziabad,Tamil Nadu,District Court,District Court Pallavaram,Family Law,24,1336,685,651,Writ Petition (Article 226),21,3.1
INDADV09155,Azad Seshadri,IN5352/2073,Lucknow,Delhi,High Court,Delhi High Court,Civil Law,16,585,115,470,Land Acquisition Dispute,42,4.3
INDADV09156,Sara Kakar,IN9363/2083,Anantapur,Telangana,District Court,District Court Anand,Family Law,35,1179,489,690,GST Tax Dispute,34,4.5
INDADV09157,Neelofar Chacko,IN8108/2042,Nagpur,Karnataka,District Court,District Court Barasat,Cyber Law,1,1213,545,668,Public Interest Litigation,35,5.0
INDADV09158,Charvi Chhabra,IN4730/2005,Gulbarga,Delhi,High Court,Delhi High Court,Civil Law,8,1344,1022,322,Consumer Protection Case,28,4.6
INDADV09159,Trisha Kade,IN2555/2083,Bareilly,Karnataka,District Court,District Court Gangtok,Civil Law,10,1167,410,757,Property Partition Suit,9,4.7
INDADV09160,Samarth Chandra,IN5807/2080,Chandrapur,Kerala,High Court,Kerala High Court,Civil Law,20,491,157,334,IPC Section 420 - Cheating,45,3.6
INDADV09161,Adah Arya,IN3439/2004,Proddatur,Gujarat,High Court,Gujarat High Court,Criminal Law,10,899,549,350,Dowry Prohibition Case,27,3.9
INDADV09162,Armaan Krishnan,IN3424/2091,Sangli-Miraj & Kupwad,Karnataka,Supreme Court of India,Supreme Court of India,Family Law,8,874,316,558,GST Tax Dispute,40,3.8
INDADV09163,Rhea Agarwal,IN8666/2010,Ranchi,Tamil Nadu,High Court,Madras High Court,Intellectual Property Law,30,1030,638,392,Public Interest Litigation,44,3.7
INDADV09164,Nehmat Vaidya,IN8888/2009,Sonipat,West Bengal,District Court,District Court Gandhinagar,Tax Law,4,1298,842,456,Dowry Prohibition Case,40,3.4
INDADV09165,Sana Mane,IN7436/2038,Bongaigaon,Uttar Pradesh,District Court,District Court Karaikudi,Intellectual Property Law,15,1325,212,1113,Dowry Prohibition Case,35,4.9
INDADV09166,Nitya Ranganathan,IN9063/2087,Cuttack,Delhi,High Court,Delhi High Court,Family Law,37,1388,70,1318,Dowry Prohibition Case,16,3.3
INDADV09167,Anika Sinha,IN5229/2085,Faridabad,West Bengal,High Court,Calcutta High Court,Corporate Law,21,912,780,132,Cheque Bounce Case (NI Act 138),16,3.6
INDADV09168,Kavya Dua,IN6173/2068,Bharatpur,Maharashtra,District Court,District Court Meerut,Corporate Law,30,357,329,28,IPC Section 302 - Murder,31,3.1
INDADV09169,Dhanush Halder,IN5954/2086,Bhagalpur,Rajasthan,Supreme Court of India,Supreme Court of India,Civil Law,27,830,337,493,IPC Section 302 - Murder,32,3.1
INDADV09170,Anvi Bhavsar,IN2384/2059,Anantapur,West Bengal,District Court,District Court North Dumdum,Environmental Law,33,445,395,50,IPC Section 420 - Cheating,19,3.4
INDADV09171,Anahita Korpal,IN9797/2093,Singrauli,Tamil Nadu,District Court,District Court Navi Mumbai,Intellectual Property Law,38,538,517,21,GST Tax Dispute,9,3.8
INDADV09172,Vanya Varty,IN1948/2087,Karnal,West Bengal,District Court,District Court Ahmednagar,Intellectual Property Law,15,648,439,209,Property Partition Suit,31,3.8
INDADV09173,Trisha Sura,IN7896/2097,Chinsurah,Punjab,District Court,District Court Faridabad,Cyber Law,28,113,8,105,Divorce Petition,12,3.4
INDADV09174,Arnav Joshi,IN4883/2042,Salem,Haryana,High Court,Punjab and Haryana High Court,Family Law,4,1330,1083,247,Land Acquisition Dispute,15,4.3
INDADV09175,Onkar Wagle,IN5589/2084,Rohtak,Uttar Pradesh,District Court,District Court Shahjahanpur,Constitutional Law,32,1381,663,718,IPC Section 420 - Cheating,45,4.9
INDADV09176,Samiha Dave,IN5972/2057,Satna,Punjab,District Court,District Court Nellore,Constitutional Law,6,1349,152,1197,Land Acquisition Dispute,10,3.3
INDADV09177,Kavya Shenoy,IN6793/2054,Ichalkaranji,Haryana,District Court,District Court Nangloi Jat,Criminal Law,24,493,402,91,Dowry Prohibition Case,21,4.7
INDADV09178,Ayesha Char,IN4221/2074,Secunderabad,Punjab,Supreme Court of India,Supreme Court of India,Civil Law,35,571,272,299,IPC Section 302 - Murder,28,4.2
INDADV09179,Nitara Virk,IN6022/2024,Khora ,Gujarat,District Court,District Court Secunderabad,Civil Law,27,397,320,77,Public Interest Litigation,15,3.7
INDADV09180,Mishti Sarma,IN3176/2098,Loni,Rajasthan,District Court,District Court Tadipatri,Constitutional Law,31,124,56,68,Property Partition Suit,35,4.2
INDADV09181,Ela Dhawan,IN4065/2051,Bhopal,Rajasthan,Supreme Court of India,Supreme Court of India,Constitutional Law,24,1386,791,595,Property Partition Suit,26,3.0
INDADV09182,Tanya Sha,IN4080/2099,Shimoga,Tamil Nadu,High Court,Madras High Court,Intellectual Property Law,3,835,700,135,Property Partition Suit,17,4.3
INDADV09183,Samaira Ghose,IN1767/2048,Secunderabad,Rajasthan,District Court,District Court Sikar,Family Law,13,56,8,48,IPC Section 420 - Cheating,46,4.9
INDADV09184,Indrans Saini,IN3468/2079,Tiruvottiyur,Madhya Pradesh,District Court,District Court Malda,Civil Law,28,1328,271,1057,IPC Section 302 - Murder,22,4.3
INDADV09185,Kanav Bhandari,IN4595/2077,Kurnool,Gujarat,High Court,Gujarat High Court,Corporate Law,8,1300,580,720,Property Partition Suit,29,4.4
INDADV09186,Vedika Dhaliwal,IN3766/2099,Gudivada,Gujarat,District Court,District Court Madanapalle,Criminal Law,11,142,25,117,Cheque Bounce Case (NI Act 138),37,3.8
INDADV09187,Aarav Ghose,IN4871/2011,Farrukhabad,Karnataka,High Court,Karnataka High Court,Tax Law,14,1454,880,574,Cheque Bounce Case (NI Act 138),23,4.4
INDADV09188,Aarna Kar,IN2023/2009,Gandhidham,Rajasthan,Supreme Court of India,Supreme Court of India,Criminal Law,11,784,600,184,IPC Section 302 - Murder,30,3.4
INDADV09189,Anya Madan,IN3422/2048,Mathura,Kerala,District Court,District Court North Dumdum,Criminal Law,38,890,515,375,Cyber Fraud Case,6,4.5
INDADV09190,Shaan Chana,IN6540/2021,Proddatur,Gujarat,Supreme Court of India,Supreme Court of India,Criminal Law,26,1300,710,590,Cyber Fraud Case,48,4.5
INDADV09191,Navya Johal,IN4511/2040,Sirsa,Haryana,District Court,District Court Gorakhpur,Civil Law,7,100,10,90,Writ Petition (Article 226),18,4.3
INDADV09192,Kimaya Ratti,IN7112/2046,Maheshtala,Haryana,High Court,Punjab and Haryana High Court,Intellectual Property Law,25,1149,9,1140,Dowry Prohibition Case,15,3.5
INDADV09193,Diya Sule,IN8998/2089,Nagaon,Punjab,Supreme Court of India,Supreme Court of India,Cyber Law,22,866,138,728,Public Interest Litigation,14,3.1
INDADV09194,Kismat Sahota,IN0661/2066,Bidar,Telangana,High Court,Telangana High Court,Cyber Law,30,1180,553,627,Property Partition Suit,10,3.1
INDADV09195,Samarth Dubey,IN8371/2097,Belgaum,Karnataka,District Court,District Court Munger,Civil Law,27,951,505,446,Writ Petition (Article 226),12,4.1
INDADV09196,Taran Bhatia,IN1193/2039,Bally,Uttar Pradesh,High Court,Allahabad High Court,Labour Law,30,1393,1281,112,Divorce Petition,38,4.7
INDADV09197,Ira Ramanathan,IN4563/2048,Davanagere,Karnataka,District Court,District Court Bangalore,Criminal Law,7,665,311,354,Cyber Fraud Case,40,3.8
INDADV09198,Alisha Sagar,IN8276/2046,Tiruppur,Gujarat,District Court,District Court Katihar,Intellectual Property Law,23,1487,924,563,Divorce Petition,7,4.7
INDADV09199,Jivika Ramachandran,IN2596/2025,Karimnagar,Rajasthan,District Court,District Court Aurangabad,Intellectual Property Law,17,1058,499,559,Cheque Bounce Case (NI Act 138),34,4.9
INDADV09200,Adira Ganesan,IN1903/2034,Panihati,Punjab,Supreme Court of India,Supreme Court of India,Family Law,37,40,32,8,GST Tax Dispute,23,4.9
INDADV09201,Nakul Johal,IN6483/2055,Bihar Sharif,Delhi,District Court,District Court Bulandshahr,Civil Law,17,386,364,22,Dowry Prohibition Case,33,4.3
INDADV09202,Drishya Dua,IN2172/2041,Tumkur,Punjab,District Court,District Court Naihati,Constitutional Law,10,402,273,129,Divorce Petition,21,5.0
INDADV09203,Prerak Krishnamurthy,IN4392/2004,Bellary,Maharashtra,District Court,District Court Malda,Civil Law,11,649,575,74,Cyber Fraud Case,44,3.1
INDADV09204,Ira Gill,IN5939/2034,Chinsurah,Bihar,District Court,District Court Burhanpur,Civil Law,14,1454,1083,371,Consumer Protection Case,42,3.7
INDADV09205,Rasha Bains,IN8554/2074,Patiala,Madhya Pradesh,District Court,District Court Bhatpara,Corporate Law,9,1334,597,737,Dowry Prohibition Case,13,4.8
INDADV09206,Urvi Wagle,IN5497/2010,Siwan,Haryana,District Court,District Court Rampur,Family Law,15,907,744,163,GST Tax Dispute,22,3.4
